"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"5ec9f8fc6db96c35c65beaee","09411ba1-c508-4ebc-a1e2-4447deb35d5d","PHYSICAL","mrfc","amm-grenm","Ammi (False Queen Anne's Lace) - Green Mist","<p>Ammi (False Queen Anne's Lace) - Green Mist | AMM-GRENM<br>One of the most versatile filler plants. ‘Green Mist’ is a staple for flower arranging and mixed bouquets. Umbel-shaped blooms. The lacy flower heads and crisp green-white color mix well with anything.<br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 1 <br>Future: 0<br><i>10 stems per bunch</i><hr><br></p>","AMM-GRENM","","","","","","","","","","","","","8.00","0.00","No","0","/filler/ammi","mrfc","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1596129509285-OKHVV242VN0FKZCUS4Y1/IMG_1819.JPEG https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1594349972712-SL3WED8JVKV441ZVWPGV/greenmist.jpg https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1594349986224-HC0DZKHIU0MPUNHS714X/01758_02_green_mist.jpg"
"60adac988387594261ec4362","5d92a141-eb50-4376-9afe-86cf3313f67e","PHYSICAL","mrfc","amm-white","Ammi (False Queen Anne's Lace) - White Dill","<p>Ammi (False Queen Anne's Lace) - White Dill | AMM-WHITE<br>A must for cut-flower mixed bouquets. Free-flowering plants bear a multitude of lacy flower heads 5–6 across. Flowers can be dyed in an assortment of colors. Also known as false Queen Anne's lace, lace flower, false bishop's weed, large bullwort, and bishop's weed.<br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>10 stems per bunch</i><hr><br></p>","AMM-WHITE","","","","","","","","","","","","","8.00","0.00","No","0","/filler/ammi/white-dill","mrfc","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1622512306233-1CG3KEFPPZQF8PCKPFLU/Ammi+white+dill.JPG"
"5ec9f8fd6db96c35c65beb0c","6fcf6cd3-ad7e-4ea1-88f8-224aa3189088","PHYSICAL","mrfc","ane-bluwm","Anemone - White","<p>Anemone - White | ANE-WHITE<br>With several weeks of fabulous blooms, these prominent white flowers are always a favorite. Making a lovely cut flower, these bright, white flowers explode among fern-like foliage.<br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>5 stems per bunch</i><hr><br></p>","ANE-WHITE","","","","","","","","","","","","","10.00","0.00","No","0","/flower/anemone-1","mrfc","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1612977630594-IZS3UJEAAB973KIPVWAB/DeCaenWhite_Anemone.jpg"
"6029e7cc7f543c1fbd08cf31","e4202642-e984-4b59-8734-9d63c3375838","PHYSICAL","mrfc","ane-lorlt","Anemone - Lord Lieutenant","<p>Anemone - Lord Lieutenant | ANE-LORLT<br><br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>null stems per bunch</i><hr><br></p>","ANE-LORLT","","","","","","","","","","","","","999.00","0.00","No","999","","mrfc","0.0","0.0","0.0","0.0","No",""
"6029e7cd7f543c1fbd08cf3d","b32983cd-f2dd-4459-9fd0-43d4825e814c","PHYSICAL","mrfc","ane-mixsb","Anemone - Mix Super Bag","<p>Anemone - Mix Super Bag | ANE-MIXSB<br><br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>null stems per bunch</i><hr><br></p>","ANE-MIXSB","","","","","","","","","","","","","999.00","0.00","No","999","","mrfc","0.0","0.0","0.0","0.0","No",""
"60adacb57a384613d66db953","2f6f43f5-8681-4954-89d0-af70593fc71a","PHYSICAL","mrfc","ane-mxmid","Anemone - Midnight Mix","<p>Anemone - Midnight Mix | ANE-MXMID<br>The large, poppy-like flowers of this De Caen Midnight Mix bloom in a mix of vibrant colors on low-growing plants with textured foliage. If you’re looking to create a carpet of showy color, you can’t go wrong with this mixture of deep purple, lavender and white flowers. Ideal for cut flowers, these will last up to 10 days in a vase. They’re dazzling!<br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>5 stems per bunch</i><hr><br></p>","ANE-MXMID","","","","","","","","","","","","","10.00","0.00","No","0","/flower/anemone-1","mrfc","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1622513107256-EC8L5EUIS3HXEY8863AJ/Anemone+bluewhite.jpg"
"60adacb57a384613d66db952","d4a4771e-9a42-4e96-b08f-de866e2df432","PHYSICAL","mrfc","ane-rnbmx","Anemone - Rainbow Pastel Mix","<p>Anemone - Rainbow Pastel Mix | ANE-RNBMX<br>The Rainbow Pastel Mix produces large, poppy-like flowers in a combination of lavender, purple and soft pink. The blooms appear on low-growing plants, so if you're looking to create a carpet of showy color, you can't go wrong with this in your garden. Ideal for mass planting or as an edging for mixed borders, these anemones are sure to please.<br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>5 stems per bunch</i><hr><br></p>","ANE-RNBMX","","","","","","","","","","","","","10.00","0.00","No","0","/flower/anemone-1","mrfc","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1622513311062-0I0UWT8O9CL9HWPHGZ1H/anemone+rainbow+pastel++mix.jpg"
"6029e7d77f543c1fbd08d03b","415e867a-d4ed-4431-8231-0dfd2fe430bf","PHYSICAL","mrfc","ane-saibr","Anemone - Saint Brigid","<p>Anemone - Saint Brigid | ANE-SAIBR<br><br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>null stems per bunch</i><hr><br></p>","ANE-SAIBR","","","","","","","","","","","","","999.00","0.00","No","999","","mrfc","0.0","0.0","0.0","0.0","No",""
"5ec9f8ff6db96c35c65bebc1","99da69ff-0f6f-4188-90ed-f2704b3e02cc","PHYSICAL","mrfc","ast-aprsm","Asters - Apricot Swirl Mix","<p>Asters - Apricot Swirl Mix  | AST-APRSM<br><br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>null stems per bunch</i><hr><br></p>","AST-APRSM","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1590294783585-KLGTAAYBLU7O0J9V2GYR/comming-soon.png"
"5ec9f8ff6db96c35c65bebff","28bc57c2-7fbd-4bf8-8a14-a1dd4399a18f","PHYSICAL","mrfc","ast-chapr","Asters - Chamois Apricot","<p>Asters - Chamois Apricot | AST-CHAPR<br><br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>null stems per bunch</i><hr><br></p>","AST-CHAPR","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1590294784229-6YCEORS65FUVLJP120BQ/comming-soon.png"
"5ec9f9006db96c35c65bec2a","8c18b935-9015-4d3b-aaf9-c79354be9356","PHYSICAL","mrfc","ast-harvi","Asters - Harlekin Violet","<p>Asters - Harlekin Violet | AST-HARVI<br><br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>null stems per bunch</i><hr><br></p>","AST-HARVI","","","","","","","","","","","","","8.00","0.00","No","2","","mrfc","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1596492116741-ADGGXNH5ZMZZ3A7KLK4T/aster-chinski-pomponowy-fioletowy.jpg"
"60adaca92330b04648d2d650","937e9147-efec-438e-ae05-0d7859997ff8","PHYSICAL","mrfc","ast-ladyc","Asters - Lady Coral Chamois","<p>Asters - Lady Coral Chamois | AST-LADYC<br>With the softest peachy-blush blooms, this romantic beauty has a glowing quality. Each plant is smothered in at least a dozen stems topped with ruffled, feminine flowers. Petals are slightly incurved, and flowers hold up very well in both the garden and the vase. A must grow for its exquisite coloring in late summer and autumn bouquets.<br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>10 stems per bunch</i><hr><br></p>","AST-LADYC","","","","","","","","","","","","","8.00","0.00","No","0","/flower/aster","mrfc","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1622513464201-9QML1QF91NMO1Q4Y44T9/aster+lady+coral+chamois.JPG"
"60adacb62330b04648d2d65a","2364d09e-d32d-43c4-b436-03f1b383c8a3","PHYSICAL","mrfc","ast-mnstn","Asters - Moonstone","<p>Asters - Moonstone | AST-MNSTN<br>One of the most uniquely colored asters we’ve ever seen, this moody gem reminds us of the Pacific Northwest skies during winter. This smoky lavender beauty has a muted, metallic quality and its subtle light center offers extra dimension. Each plant is smothered in at least a dozen stems topped with ruffled blooms. Petals are slightly incurved and the flowers hold up very well in both the garden and the vase.<br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>10 stems per bunch</i><hr><br></p>","AST-MNSTN","","","","","","","","","","","","","8.00","0.00","No","0","/flower/aster","mrfc","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1622512876518-YVRXFQJYLS6LUYNKKBUW/aster+moonstone.JPG"
"60adac9f2330b04648d2d647","82992762-2fbf-4cb9-be95-cc4bb85bfd1c","PHYSICAL","mrfc","ast-roseq","Asters - Rose Quartz Mix","<p>Asters - Rose Quartz Mix | AST-ROSEQ<br>This feminine mix features warm pink tones, including dusty rose, blush and ballet slipper pink. Delicate ruffled blooms are super inviting and look like pretty soft pillows. Each vigorous plant is loaded with dozens of glowing romantic blooms which are perfect for flower arranging and wedding work.<br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>10 stems per bunch</i><hr><br></p>","AST-ROSEQ","","","","","","","","","","","","","8.00","0.00","No","0","/flower/aster","mrfc","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1622513572989-ND6UQ5FC9IQGHFCR06LC/aster+rose+quartz+mix.JPG"
"60adac997a384613d66db933","8c2e29da-4110-4ea7-b556-283a05b9704d","PHYSICAL","mrfc","ast-valmx","Asters - Valkyrie Mix","<p>Asters - Valkyrie Mix | AST-VALMX<br>Needle- or quilled-type blooms atop long sturdy stems. Large, brightly colored, 3½ – 5½ flowers bloom in white, light yellow, pink, crimson, rose, and dark and light purple. Easy to harvest due to the well-branched plant's open airy habit. Long vase life. Also known as summer aster.<br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>10 stems per bunch</i><hr><br></p>","AST-VALMX","","","","","","","","","","","","","8.00","0.00","No","0","/flower/aster/valkyrie-mix","mrfc","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1622513646018-N1USN7H5MV4S50Q0KF9B/Aster+ValkMix.JPG"
"5ec9f9006db96c35c65bec41","e684f777-10fc-43e8-9a1d-af253d3106b9","PHYSICAL","mrfc","ast-valpk","Asters - Valkyrie Pink","<p>Asters - Valkyrie Pink | AST-VALPK<br><br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>null stems per bunch</i><hr><br></p>","AST-VALPK","","","","","","","","","","","","","8.00","0.00","No","0","","mrfc","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1590294784988-AMSCOO9S349NA31GYFWA/comming-soon.png"
"60adacb38387594261ec437b","d00cf465-624e-43aa-aae0-65d8dbfef18a","PHYSICAL","mrfc","bac-talmx","Bachelors Button - Bachelors Button mix","<p>Bachelors Button - Bachelors Button mix | BAC-TALMX<br>Small bright and cheerful mix, great for accent and filler in an arrangement<br><hr><b>Forecast:</b> <br>This week: 15 <br>Next week: 15 <br>Future: 15<br><i>10 stems per bunch</i><hr><br></p>","BAC-TALMX","","","","","","","","","","","","","8.00","0.00","No","15","/flower/bachelors-button/bachelors-button-mix","mrfc","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1622513885671-Q7JEH4GBO47XNGHFC33O/bachelorsbuttonmix.jpg"
"6029e7ba7f543c1fbd08cd42","75850a60-c305-4f27-a48a-04d8692bc26a","PHYSICAL","mrfc","bas-aroma","Basil - Aromatto54","<p>Basil - Aromatto54 | BAS-AROMA<br>One of the most fragrant and abundant summer foliage plants, this handsome variety features tall, deep purple stems, glossy bi-color plum-veined leaves and brilliant amethyst flower spikes. The aromatic foliage is a spicy combination of licorice and mint. Your summer and fall bouquets will never be the same with this growing in the garden.<br><hr><b>Forecast:</b> <br>This week: 8 <br>Next week: 8 <br>Future: 5<br><i>10 stems per bunch</i><hr><br></p>","BAS-AROMA","","","","","","","","","","","","","8.00","0.00","No","8","/foliage/basil/aromatto","mrfc","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1616896756229-RSUJMOOS0T2I84E996UY/aromotto_basil.jpg"
"6029e7c67f543c1fbd08ce9e","0660ba05-7b48-494a-ba34-82fc8a06075f","PHYSICAL","mrfc","bas-drkop","Basil - Dark Opal","<p>Basil - Dark Opal | BAS-DRKOP<br><br><hr><b>Forecast:</b> <br>This week: 8 <br>Next week: 8 <br>Future: 5<br><i>10 stems per bunch</i><hr><br></p>","BAS-DRKOP","","","","","","","","","","","","","8.00","0.00","No","8","/foliage/basil/dark-opal","mrfc","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1616892673475-62PVP54GC5GF2QLC6L2G/darkopal_basil.jpg"
"6029e7ce7f543c1fbd08cf41","d1743f68-b6af-4bec-a27b-e32b683732ad","PHYSICAL","mrfc","bas-mrsbl","Basil - Mrs. Burns Lemon","<p>Basil - Mrs. Burns Lemon | BAS-MRSBL<br>Filling a room with its clean, citrusy scent, this easy to grow heat loving foliage is a wonderful addition to summer bouquets. The bright green foliage and white flowers are fragrant, and we combine them with zinnias for a fast, beautiful bouquet from midsummer through autumn.<br><hr><b>Forecast:</b> <br>This week: 8 <br>Next week: 8 <br>Future: 5<br><i>10 stems per bunch</i><hr><br></p>","BAS-MRSBL","","","","","","","","","","","","","8.00","0.00","No","8","/foliage/basil/mrs-burns-lemon","mrfc","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1616892323969-HR7FA7BSVPV7OQBLQT52/Mrs_Burns_Lemon_basil.jpg"
"6029e7cb7f543c1fbd08cf17","b3c5f01b-9de3-43b6-8e38-ccee1c1388c0","PHYSICAL","mrfc","bee-lemmt","Bee Balm - Lemon Mint","<p>Bee Balm - Lemon Mint | BEE-LEMMT<br><br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>10 stems per bunch</i><hr><br></p>","BEE-LEMMT","","","","","","","","","","","","","8.00","0.00","No","0","/flower/bee-balm","mrfc","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1616891943369-QGK06GX6G1KT4VN4MPN7/lemon_mint_beebalm.jpg"
"6029e7cf7f543c1fbd08cf7a","922e3ac7-a948-4843-b47b-519556c11517","PHYSICAL","mrfc","bee-panmx","Bee Balm - Panorama Mix","<p>Bee Balm - Panorama Mix | BEE-PANMX<br><br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>10 stems per bunch</i><hr><br></p>","BEE-PANMX","","","","","","","","","","","","","8.00","0.00","No","0","/flower/bee-balm","mrfc","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1616891816147-7KUSVL2DX7DCBJQZQSTC/panoramamix_beebalm.jpg"
"6029e7ba7f543c1fbd08cd5e","43e3d394-2e95-433a-b1f5-89debe3b826d","PHYSICAL","mrfc","boi-beloi","Bells Of Ireland - Bells Of Ireland","<p>Bells Of Ireland - Bells Of Ireland | BOI-BELOI<br><br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>10 stems per bunch</i><hr><br></p>","BOI-BELOI","","","","","","","","","","","","","12.50","0.00","No","0","/foliage/bells-of-ireland","mrfc","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1616897380577-VJ7Q6ZURAI2FCOEZA307/bellsofireland.jpg"
"60adac9b2330b04648d2d643","fdaadfd7-a6c9-42ee-b12b-209dfcb8cb34","PHYSICAL","mrfc","bsp-sunrs","Bush Pea - Sunrise","<p>Bush Pea - Sunrise | BSP-SUNRS<br>Thermopsis chinensis is a star of the early spring garden emerging at the same time as daffodils and tulips, so it's very odd that this rather delightful plant is rarely known and seldom grown.  <br><hr><b>Forecast:</b> <br>This week: 0 <br>Next week: 0 <br>Future: 0<br><i>10 stems per bunch</i><hr><br></p>","BSP-SUNRS","","","","","","","","","","","","","10.00","0.00","No","0","/filler/bush-pea/sunrise","mrfc","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5e5f1040454b0c706b3eafe0/1622514400849-GP3GBV6UOYNGE3ZITFH2/bush+pea+sunrise.png"
